scenario,outcome,stat,year,value
scenario_offer-50.0_accept-50.0,hmb,upper,2011,0.28933232239683854
scenario_offer-50.0_accept-50.0,hmb,upper,2012,0.2850811238622873
scenario_offer-50.0_accept-50.0,hmb,upper,2013,0.2809341755319149
scenario_offer-50.0_accept-50.0,hmb,upper,2014,0.2920448566166798
scenario_offer-50.0_accept-50.0,hmb,upper,2015,0.29595669874167285
scenario_offer-50.0_accept-50.0,hmb,upper,2016,0.29239903885818
scenario_offer-50.0_accept-50.0,hmb,upper,2017,0.281263046650569
scenario_offer-50.0_accept-50.0,hmb,upper,2018,0.28330133784097977
scenario_offer-50.0_accept-50.0,hmb,upper,2019,0.2627930763178599
scenario_offer-50.0_accept-50.0,hmb,upper,2020,0.26631009615384615
scenario_offer-50.0_accept-50.0,hmb,upper,2021,0.26376358767001
scenario_offer-50.0_accept-50.0,hmb,upper,2022,0.26247236605231833
scenario_offer-50.0_accept-50.0,hmb,upper,2023,0.2627733242367389
scenario_offer-50.0_accept-50.0,hmb,upper,2024,0.2357770943915522
scenario_offer-50.0_accept-50.0,hmb,upper,2025,0.23738008720930232
scenario_offer-50.0_accept-50.0,hmb,upper,2026,0.23642459847288047
scenario_offer-50.0_accept-50.0,hmb,upper,2027,0.23082838528781133
scenario_offer-50.0_accept-50.0,hmb,upper,2028,0.2276491171403962
scenario_offer-50.0_accept-50.0,hmb,upper,2029,0.22745847832964253
scenario_offer-50.0_accept-50.0,hmb,upper,2030,0.22488644994683274
scenario_offer-50.0_accept-50.0,hmb,upper,2031,0.21799334811529933
scenario_offer-50.0_accept-50.0,hmb,upper,2032,0.222323058788122
scenario_offer-50.0_accept-50.0,poor_mh,mean,2000,0.39549897119341565
scenario_offer-50.0_accept-50.0,poor_mh,mean,2001,0.39487787880799097
scenario_offer-50.0_accept-50.0,poor_mh,mean,2002,0.3977010758196721
scenario_offer-50.0_accept-50.0,poor_mh,mean,2003,0.4111062335381914
scenario_offer-50.0_accept-50.0,poor_mh,mean,2004,0.4041897891231965
scenario_offer-50.0_accept-50.0,poor_mh,mean,2005,0.42803649596540266
scenario_offer-50.0_accept-50.0,poor_mh,mean,2006,0.4209304268933244
scenario_offer-50.0_accept-50.0,poor_mh,mean,2007,0.43102627148679784
scenario_offer-50.0_accept-50.0,poor_mh,mean,2008,0.3852107595588993
scenario_offer-50.0_accept-50.0,poor_mh,mean,2009,0.3946533226893047
scenario_offer-50.0_accept-50.0,poor_mh,mean,2010,0.4042848818968222
scenario_offer-50.0_accept-50.0,poor_mh,mean,2011,0.39440308795147505
scenario_offer-50.0_accept-50.0,poor_mh,mean,2012,0.3894024535021765
scenario_offer-50.0_accept-50.0,poor_mh,mean,2013,0.41039047388781436
scenario_offer-50.0_accept-50.0,poor_mh,mean,2014,0.39892279809406883
scenario_offer-50.0_accept-50.0,poor_mh,mean,2015,0.3730285258782668
scenario_offer-50.0_accept-50.0,poor_mh,mean,2016,0.3817238676676842
scenario_offer-50.0_accept-50.0,poor_mh,mean,2017,0.39632370744092604
scenario_offer-50.0_accept-50.0,poor_mh,mean,2018,0.4261862420430195
scenario_offer-50.0_accept-50.0,poor_mh,mean,2019,0.39716455849422017
scenario_offer-50.0_accept-50.0,poor_mh,mean,2020,0.4200498575498576
scenario_offer-50.0_accept-50.0,poor_mh,mean,2021,0.388559225612211
scenario_offer-50.0_accept-50.0,poor_mh,mean,2022,0.4097799252930518
scenario_offer-50.0_accept-50.0,poor_mh,mean,2023,0.3884871226334641
scenario_offer-50.0_accept-50.0,poor_mh,mean,2024,0.40038756424298594
scenario_offer-50.0_accept-50.0,poor_mh,mean,2025,0.37463103756708405
scenario_offer-50.0_accept-50.0,poor_mh,mean,2026,0.3898872213445673
scenario_offer-50.0_accept-50.0,poor_mh,mean,2027,0.39282533399307273
scenario_offer-50.0_accept-50.0,poor_mh,mean,2028,0.3898578811369509
scenario_offer-50.0_accept-50.0,poor_mh,mean,2029,0.3983707687440683
scenario_offer-50.0_accept-50.0,poor_mh,mean,2030,0.3996759329586308
scenario_offer-50.0_accept-50.0,poor_mh,mean,2031,0.3794068736141907
scenario_offer-50.0_accept-50.0,poor_mh,mean,2032,0.37848113964687
scenario_offer-50.0_accept-50.0,poor_mh,lower,2000,0.3872646604938272
scenario_offer-50.0_accept-50.0,poor_mh,lower,2001,0.35847340213712087
scenario_offer-50.0_accept-50.0,poor_mh,lower,2002,0.38586866034836065
scenario_offer-50.0_accept-50.0,poor_mh,lower,2003,0.41048068481123795
scenario_offer-50.0_accept-50.0,poor_mh,lower,2004,0.39741537180910097
scenario_offer-50.0_accept-50.0,poor_mh,lower,2005,0.41841675017140445
scenario_offer-50.0_accept-50.0,poor_mh,lower,2006,0.40037514325279344
scenario_offer-50.0_accept-50.0,poor_mh,lower,2007,0.4246763135743399
scenario_offer-50.0_accept-50.0,poor_mh,lower,2008,0.3808734412037514
scenario_offer-50.0_accept-50.0,poor_mh,lower,2009,0.38603360657333674
scenario_offer-50.0_accept-50.0,poor_mh,lower,2010,0.37469185603513966
scenario_offer-50.0_accept-50.0,poor_mh,lower,2011,0.3874620898814447
scenario_offer-50.0_accept-50.0,poor_mh,lower,2012,0.37775583696082315
scenario_offer-50.0_accept-50.0,poor_mh,lower,2013,0.40105929642166344
scenario_offer-50.0_accept-50.0,poor_mh,lower,2014,0.38687735683592034
scenario_offer-50.0_accept-50.0,poor_mh,lower,2015,0.3631569207994078
scenario_offer-50.0_accept-50.0,poor_mh,lower,2016,0.36895831614553254
scenario_offer-50.0_accept-50.0,poor_mh,lower,2017,0.3918788485574249
scenario_offer-50.0_accept-50.0,poor_mh,lower,2018,0.4204493612422001
scenario_offer-50.0_accept-50.0,poor_mh,lower,2019,0.3828855232100708
scenario_offer-50.0_accept-50.0,poor_mh,lower,2020,0.4080395299145299
scenario_offer-50.0_accept-50.0,poor_mh,lower,2021,0.34534037003973467
scenario_offer-50.0_accept-50.0,poor_mh,lower,2022,0.37192097717157385
scenario_offer-50.0_accept-50.0,poor_mh,lower,2023,0.38552191710728295
scenario_offer-50.0_accept-50.0,poor_mh,lower,2024,0.3954410649591372
scenario_offer-50.0_accept-50.0,poor_mh,lower,2025,0.3704142441860465
scenario_offer-50.0_accept-50.0,poor_mh,lower,2026,0.3864374890293137
scenario_offer-50.0_accept-50.0,poor_mh,lower,2027,0.3819668480950025
scenario_offer-50.0_accept-50.0,poor_mh,lower,2028,0.36254844961240307
scenario_offer-50.0_accept-50.0,poor_mh,lower,2029,0.3802633660234103
scenario_offer-50.0_accept-50.0,poor_mh,lower,2030,0.384080712947491
scenario_offer-50.0_accept-50.0,poor_mh,lower,2031,0.3749570399113082
scenario_offer-50.0_accept-50.0,poor_mh,lower,2032,0.3733060794542536
scenario_offer-50.0_accept-50.0,poor_mh,upper,2000,0.4037332818930041
scenario_offer-50.0_accept-50.0,poor_mh,upper,2001,0.43128235547886107
scenario_offer-50.0_accept-50.0,poor_mh,upper,2002,0.4095334912909836
scenario_offer-50.0_accept-50.0,poor_mh,upper,2003,0.41173178226514484
scenario_offer-50.0_accept-50.0,poor_mh,upper,2004,0.4109642064372919
scenario_offer-50.0_accept-50.0,poor_mh,upper,2005,0.4376562417594009
scenario_offer-50.0_accept-50.0,poor_mh,upper,2006,0.4414857105338554
scenario_offer-50.0_accept-50.0,poor_mh,upper,2007,0.43737622939925574
scenario_offer-50.0_accept-50.0,poor_mh,upper,2008,0.3895480779140472
scenario_offer-50.0_accept-50.0,poor_mh,upper,2009,0.40327303880527265
scenario_offer-50.0_accept-50.0,poor_mh,upper,2010,0.43387790775850477
scenario_offer-50.0_accept-50.0,poor_mh,upper,2011,0.4013440860215054
scenario_offer-50.0_accept-50.0,poor_mh,upper,2012,0.40104907004352985
scenario_offer-50.0_accept-50.0,poor_mh,upper,2013,0.4197216513539652
scenario_offer-50.0_accept-50.0,poor_mh,upper,2014,0.41096823935221727
scenario_offer-50.0_accept-50.0,poor_mh,upper,2015,0.3829001309571258
scenario_offer-50.0_accept-50.0,poor_mh,upper,2016,0.3944894191898358
scenario_offer-50.0_accept-50.0,poor_mh,upper,2017,0.40076856632442726
scenario_offer-50.0_accept-50.0,poor_mh,upper,2018,0.43192312284383894
scenario_offer-50.0_accept-50.0,poor_mh,upper,2019,0.41144359377836953
scenario_offer-50.0_accept-50.0,poor_mh,upper,2020,0.4320601851851852
scenario_offer-50.0_accept-50.0,poor_mh,upper,2021,0.4317780811846873
scenario_offer-50.0_accept-50.0,poor_mh,upper,2022,0.44763887341452974
scenario_offer-50.0_accept-50.0,poor_mh,upper,2023,0.39145232815964526
scenario_offer-50.0_accept-50.0,poor_mh,upper,2024,0.4053340635268346
scenario_offer-50.0_accept-50.0,poor_mh,upper,2025,0.37884783094812163
scenario_offer-50.0_accept-50.0,poor_mh,upper,2026,0.39333695365982096
scenario_offer-50.0_accept-50.0,poor_mh,upper,2027,0.403683819891143
scenario_offer-50.0_accept-50.0,poor_mh,upper,2028,0.4171673126614987
scenario_offer-50.0_accept-50.0,poor_mh,upper,2029,0.4164781714647263
scenario_offer-50.0_accept-50.0,poor_mh,upper,2030,0.4152711529697706
scenario_offer-50.0_accept-50.0,poor_mh,upper,2031,0.38385670731707316
scenario_offer-50.0_accept-50.0,poor_mh,upper,2032,0.3836561998394864
scenario_offer-50.0_accept-50.0,anemic,mean,2000,0.2650977366255144
scenario_offer-50.0_accept-50.0,anemic,mean,2001,0.22803975575761598
scenario_offer-50.0_accept-50.0,anemic,mean,2002,0.24266777663934427
scenario_offer-50.0_accept-50.0,anemic,mean,2003,0.22399034240561896
scenario_offer-50.0_accept-50.0,anemic,mean,2004,0.23491953385127634
scenario_offer-50.0_accept-50.0,anemic,mean,2005,0.21647724276145774
scenario_offer-50.0_accept-50.0,anemic,mean,2006,0.2595084041638812
scenario_offer-50.0_accept-50.0,anemic,mean,2007,0.20455099237993973
scenario_offer-50.0_accept-50.0,anemic,mean,2008,0.23919406369164176
scenario_offer-50.0_accept-50.0,anemic,mean,2009,0.2544052649000175
scenario_offer-50.0_accept-50.0,anemic,mean,2010,0.23352606337680964
scenario_offer-50.0_accept-50.0,anemic,mean,2011,0.22388901421159485
scenario_offer-50.0_accept-50.0,anemic,mean,2012,0.2107597942223981
scenario_offer-50.0_accept-50.0,anemic,mean,2013,0.2564676015473888
scenario_offer-50.0_accept-50.0,anemic,mean,2014,0.2169969890964366
